Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
nothing really. how about you?,"a lot, like the party i'm having on friday.",nothing really . how about you ?,"<sos> a lot , like the party i ' m having on friday . <eos>","a lot , like the party i ' m having on friday . <eos>",32,59
"a lot, like the party i'm having on friday.","well, that's cool.","a lot , like the party i ' m having on friday .","<sos> well , that ' s cool . <eos>","well , that ' s cool . <eos>",47,34
"well, that's cool.",will you be able to make it?,"well , that ' s cool .",<sos> will you be able to make it ? <eos>,will you be able to make it ? <eos>,22,41
will you be able to make it?,i'm busy this friday. i'm sorry.,will you be able to make it ?,<sos> i ' m busy this friday . i ' m sorry . <eos>,i ' m busy this friday . i ' m sorry . <eos>,29,50
i'm busy this friday. i'm sorry.,what do you have to do?,i ' m busy this friday . i ' m sorry .,<sos> what do you have to do ? <eos>,what do you have to do ? <eos>,38,36
what do you have to do?,i'm having dinner with my family,what do you have to do ?,<sos> i ' m having dinner with my family <eos>,i ' m having dinner with my family <eos>,24,46
i'm having dinner with my family,maybe you can come next time.,i ' m having dinner with my family,<sos> maybe you can come next time . <eos>,maybe you can come next time . <eos>,34,42
maybe you can come next time.,i'll make sure and come to your next party.,maybe you can come next time .,<sos> i ' ll make sure and come to your next party . <eos>,i ' ll make sure and come to your next party . <eos>,30,58
i'll make sure and come to your next party.,i'll look for you at my next party.,i ' ll make sure and come to your next party .,<sos> i ' ll look for you at my next party . <eos>,i ' ll look for you at my next party . <eos>,46,50
it was nice talking to you.,why are you trying to rush me off the phone?,it was nice talking to you .,<sos> why are you trying to rush me off the phone ? <eos>,why are you trying to rush me off the phone ? <eos>,28,57
why are you trying to rush me off the phone?,i really have to go.,why are you trying to rush me off the phone ?,<sos> i really have to go . <eos>,i really have to go . <eos>,45,33
i really have to go.,why? i still wanted to talk to you.,i really have to go .,<sos> why ? i still wanted to talk to you . <eos>,why ? i still wanted to talk to you . <eos>,21,49
why? i still wanted to talk to you.,i have things to do.,why ? i still wanted to talk to you .,<sos> i have things to do . <eos>,i have things to do . <eos>,37,33
i have things to do.,like what?,i have things to do .,<sos> like what ? <eos>,like what ? <eos>,21,23
like what?,don't be nosey.,like what ?,<sos> don ' t be nosey . <eos>,don ' t be nosey . <eos>,11,30
don't be nosey.,i'm not. i just want to know.,don ' t be nosey .,<sos> i ' m not . i just want to know . <eos>,i ' m not . i just want to know . <eos>,18,45
i'm not. i just want to know.,"well, it's really none of your business.",i ' m not . i just want to know .,"<sos> well , it ' s really none of your business . <eos>","well , it ' s really none of your business . <eos>",33,56
"well, it's really none of your business.",that's harsh.,"well , it ' s really none of your business .",<sos> that ' s harsh . <eos>,that ' s harsh . <eos>,44,28
that's harsh.,"i'm sorry, but i have to go.",that ' s harsh .,"<sos> i ' m sorry , but i have to go . <eos>","i ' m sorry , but i have to go . <eos>",16,44
"i'm sorry, but i have to go.",fine.,"i ' m sorry , but i have to go .",<sos> fine . <eos>,fine . <eos>,32,18
i've enjoyed conversing with you.,is there a reason why you're trying to get off the phone so fast?,i ' ve enjoyed conversing with you .,<sos> is there a reason why you ' re trying to get off the phone so fast ? <eos>,is there a reason why you ' re trying to get off the phone so fast ? <eos>,36,80
is there a reason why you're trying to get off the phone so fast?,i've got to go.,is there a reason why you ' re trying to get off the phone so fast ?,<sos> i ' ve got to go . <eos>,i ' ve got to go . <eos>,68,30
i've got to go.,i wasn't done talking to you.,i ' ve got to go .,<sos> i wasn ' t done talking to you . <eos>,i wasn ' t done talking to you . <eos>,18,44
i wasn't done talking to you.,"i have to do some things, and besides, it's not polite to be nosey.",i wasn ' t done talking to you .,"<sos> i have to do some things , and besides , it ' s not polite to be nosey . <eos>","i have to do some things , and besides , it ' s not polite to be nosey . <eos>",32,84
"i have to do some things, and besides, it's not polite to be nosey.",i'm not being nosey. i'm just asking.,"i have to do some things , and besides , it ' s not polite to be nosey .",<sos> i ' m not being nosey . i ' m just asking . <eos>,i ' m not being nosey . i ' m just asking . <eos>,72,55
i'm not being nosey. i'm just asking.,i really don't think it's any of your business.,i ' m not being nosey . i ' m just asking .,<sos> i really don ' t think it ' s any of your business . <eos>,i really don ' t think it ' s any of your business . <eos>,43,64
i really don't think it's any of your business.,that's not nice.,i really don ' t think it ' s any of your business .,<sos> that ' s not nice . <eos>,that ' s not nice . <eos>,52,31
that's not nice.,"i apologize, but i'm getting off the phone now.",that ' s not nice .,"<sos> i apologize , but i ' m getting off the phone now . <eos>","i apologize , but i ' m getting off the phone now . <eos>",19,63
"i apologize, but i'm getting off the phone now.",okay.,"i apologize , but i ' m getting off the phone now .",<sos> okay . <eos>,okay . <eos>,51,18
i'll talk to you later.,what's the rush?,i ' ll talk to you later .,<sos> what ' s the rush ? <eos>,what ' s the rush ? <eos>,26,31
what's the rush?,i have to get off the phone now.,what ' s the rush ?,<sos> i have to get off the phone now . <eos>,i have to get off the phone now . <eos>,19,45
i have to get off the phone now.,i'm not ready to get off the phone with you.,i have to get off the phone now .,<sos> i ' m not ready to get off the phone with you . <eos>,i ' m not ready to get off the phone with you . <eos>,33,59
i'm not ready to get off the phone with you.,there are other things i need to take care of.,i ' m not ready to get off the phone with you .,<sos> there are other things i need to take care of . <eos>,there are other things i need to take care of . <eos>,47,59
there are other things i need to take care of.,what is it that you need to do? ,there are other things i need to take care of .,<sos> what is it that you need to do ? <eos>,what is it that you need to do ? <eos>,47,44
what is it that you need to do? ,please don't be nosey.,what is it that you need to do ?,<sos> please don ' t be nosey . <eos>,please don ' t be nosey . <eos>,32,37
please don't be nosey.,"i'm not being nosey, it's just a question.",please don ' t be nosey .,"<sos> i ' m not being nosey , it ' s just a question . <eos>","i ' m not being nosey , it ' s just a question . <eos>",25,60
"i'm not being nosey, it's just a question.",you don't need to worry about that.,"i ' m not being nosey , it ' s just a question .",<sos> you don ' t need to worry about that . <eos>,you don ' t need to worry about that . <eos>,48,50
you don't need to worry about that.,that was mean to say.,you don ' t need to worry about that .,<sos> that was mean to say . <eos>,that was mean to say . <eos>,38,34
that was mean to say.,"i am very sorry, but i must go.",that was mean to say .,"<sos> i am very sorry , but i must go . <eos>","i am very sorry , but i must go . <eos>",22,45
"well, it was nice talking to you.",it was nice talking to you too.,"well , it was nice talking to you .",<sos> it was nice talking to you too . <eos>,it was nice talking to you too . <eos>,35,44
it was nice talking to you too.,we should really hang out again.,it was nice talking to you too .,<sos> we should really hang out again . <eos>,we should really hang out again . <eos>,32,45
we should really hang out again.,that would be fun.,we should really hang out again .,<sos> that would be fun . <eos>,that would be fun . <eos>,33,31
that would be fun.,where do you want to go?,that would be fun .,<sos> where do you want to go ? <eos>,where do you want to go ? <eos>,19,37
where do you want to go?,i think we should go out to eat.,where do you want to go ?,<sos> i think we should go out to eat . <eos>,i think we should go out to eat . <eos>,25,45
i think we should go out to eat.,that sounds good.,i think we should go out to eat .,<sos> that sounds good . <eos>,that sounds good . <eos>,33,30
that sounds good.,"all right, so i'll see you then.",that sounds good .,"<sos> all right , so i ' ll see you then . <eos>","all right , so i ' ll see you then . <eos>",18,48
"all right, so i'll see you then.",i'll call you later.,"all right , so i ' ll see you then .",<sos> i ' ll call you later . <eos>,i ' ll call you later . <eos>,36,35
i'll call you later.,"okay, i'll talk to you later then.",i ' ll call you later .,"<sos> okay , i ' ll talk to you later then . <eos>","okay , i ' ll talk to you later then . <eos>",23,50
"okay, i'll talk to you later then.",see you later.,"okay , i ' ll talk to you later then .",<sos> see you later . <eos>,see you later . <eos>,38,27
see you later.,bye.,see you later .,<sos> bye . <eos>,bye . <eos>,15,17
i enjoyed talking to you.,i enjoyed talking to you too.,i enjoyed talking to you .,<sos> i enjoyed talking to you too . <eos>,i enjoyed talking to you too . <eos>,26,42
i enjoyed talking to you too.,we should hang out some time.,i enjoyed talking to you too .,<sos> we should hang out some time . <eos>,we should hang out some time . <eos>,30,42
we should hang out some time.,i think that would be nice.,we should hang out some time .,<sos> i think that would be nice . <eos>,i think that would be nice . <eos>,30,40
i think that would be nice.,is there anything you would like to do next time?,i think that would be nice .,<sos> is there anything you would like to do next time ? <eos>,is there anything you would like to do next time ? <eos>,28,62
is there anything you would like to do next time?,do you want to go out to eat?,is there anything you would like to do next time ?,<sos> do you want to go out to eat ? <eos>,do you want to go out to eat ? <eos>,50,42
