Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
i think about twenty-five.,hmm. i have only one best friend.,i think about twenty - five .,hmm . i have only one best friend .,hmm . i have only one best friend .,29,35
hmm. i have only one best friend.,i feel sorry for you.,hmm . i have only one best friend .,i feel sorry for you .,i feel sorry for you .,35,22
i feel sorry for you.,i have only a few friends.,i feel sorry for you .,i have only a few friends .,i have only a few friends .,22,27
i have only a few friends.,you must be lonely. i will share my friends with you.,i have only a few friends .,you must be lonely . i will share my friends with you .,you must be lonely . i will share my friends with you .,27,55
you must be lonely. i will share my friends with you.,that's very nice of you.,you must be lonely . i will share my friends with you .,that ' s very nice of you .,that ' s very nice of you .,55,27
don't you ever cheat on me.,why would i do that?,don ' t you ever cheat on me .,why would i do that ?,why would i do that ?,30,21
why would i do that?,because men like to cheat.,why would i do that ?,because men like to cheat .,because men like to cheat .,21,27
because men like to cheat.,"some men do, but not me.",because men like to cheat .,"some men do , but not me .","some men do , but not me .",27,26
"some men do, but not me.",i'm watching you.,"some men do , but not me .",i ' m watching you .,i ' m watching you .,26,20
i'm watching you.,i'm an open book. watch me all you want.,i ' m watching you .,i ' m an open book . watch me all you want .,i ' m an open book . watch me all you want .,20,44
i'm an open book. watch me all you want.,"if i catch you, you'll be sorry.",i ' m an open book . watch me all you want .,"if i catch you , you ' ll be sorry .","if i catch you , you ' ll be sorry .",44,36
"if i catch you, you'll be sorry.","you won't catch me, because i love you. i'm not a cheater.","if i catch you , you ' ll be sorry .","you won ' t catch me , because i love you . i ' m not a cheater .","you won ' t catch me , because i love you . i ' m not a cheater .",36,65
"you won't catch me, because i love you. i'm not a cheater.",i will poke your eyes out. ,"you won ' t catch me , because i love you . i ' m not a cheater .",i will poke your eyes out .,i will poke your eyes out .,65,27
i will poke your eyes out. ,i don't want any other woman.,i will poke your eyes out .,i don ' t want any other woman .,i don ' t want any other woman .,27,32
i don't want any other woman.,"i will chop your toes off, one by one.",i don ' t want any other woman .,"i will chop your toes off , one by one .","i will chop your toes off , one by one .",32,40
"i will chop your toes off, one by one.","honey, please. you're the only woman for me, forever. i swear it.","i will chop your toes off , one by one .","honey , please . you ' re the only woman for me , forever . i swear it .","honey , please . you ' re the only woman for me , forever . i swear it .",40,72
i hate to go outside.,me too.,i hate to go outside .,me too .,me too .,22,8
me too.,why do you hate to go outside?,me too .,why do you hate to go outside ?,why do you hate to go outside ?,8,31
why do you hate to go outside?,i meet too many jerks.,why do you hate to go outside ?,i meet too many jerks .,i meet too many jerks .,31,23
i meet too many jerks.,i agree.,i meet too many jerks .,i agree .,i agree .,23,9
i agree.,this city is full of jerks.,i agree .,this city is full of jerks .,this city is full of jerks .,9,28
this city is full of jerks.,rude people are everywhere.,this city is full of jerks .,rude people are everywhere .,rude people are everywhere .,28,28
rude people are everywhere.,but what can you do?,rude people are everywhere .,but what can you do ?,but what can you do ?,28,21
but what can you do?,you can yell at them.,but what can you do ?,you can yell at them .,you can yell at them .,21,22
you can yell at them.,and they will yell back at you.,you can yell at them .,and they will yell back at you .,and they will yell back at you .,22,32
and they will yell back at you.,yelling doesn't do any good.,and they will yell back at you .,yelling doesn ' t do any good .,yelling doesn ' t do any good .,32,31
yelling doesn't do any good.,no. the best thing to do is just stay home.,yelling doesn ' t do any good .,no . the best thing to do is just stay home .,no . the best thing to do is just stay home .,31,45
will you look at this form?,are you having problems with it?,will you look at this form ?,are you having problems with it ?,are you having problems with it ?,28,33
are you having problems with it?,i don't understand some things.,are you having problems with it ?,i don ' t understand some things .,i don ' t understand some things .,33,34
i don't understand some things.,let me help you.,i don ' t understand some things .,let me help you .,let me help you .,34,17
let me help you.,"what does ""mi"" mean?",let me help you .,"what does "" mi "" mean ?","what does "" mi "" mean ?",17,23
"what does ""mi"" mean?",mi stands for middle initial.,"what does "" mi "" mean ?",mi stands for middle initial .,mi stands for middle initial .,23,30
mi stands for middle initial.,"what does ""mm/dd/yy"" mean?",mi stands for middle initial .,"what does "" mm / dd / yy "" mean ?","what does "" mm / dd / yy "" mean ?",30,33
"what does ""mm/dd/yy"" mean?",that means month/day/year. use numbers.,"what does "" mm / dd / yy "" mean ?",that means month / day / year . use numbers .,that means month / day / year . use numbers .,33,45
that means month/day/year. use numbers.,i don't understand.,that means month / day / year . use numbers .,i don ' t understand .,i don ' t understand .,45,22
i don't understand.,"for example, if your birth date is january 12, 1987, write 01/12/87.",i don ' t understand .,"for example , if your birth date is january , , write / / .","for example , if your birth date is january , , write / / .",22,59
"for example, if your birth date is january 12, 1987, write 01/12/87.",oh. that's simple enough.,"for example , if your birth date is january , , write / / .",oh . that ' s simple enough .,oh . that ' s simple enough .,59,29
oh. that's simple enough.,"always print clearly, and fill in the bubbles completely.",oh . that ' s simple enough .,"always print clearly , and fill in the bubbles completely .","always print clearly , and fill in the bubbles completely .",29,59
let's go to the animal shelter.,what do you want to do?,let ' s go to the animal shelter .,what do you want to do ?,what do you want to do ?,34,24
what do you want to do?,i want to get a puppy for my son.,what do you want to do ?,i want to get a puppy for my son .,i want to get a puppy for my son .,24,34
i want to get a puppy for my son.,that will make him so happy.,i want to get a puppy for my son .,that will make him so happy .,that will make him so happy .,34,29
that will make him so happy.,i'll get him one of those little dogs.,that will make him so happy .,i ' ll get him one of those little dogs .,i ' ll get him one of those little dogs .,29,41
i'll get him one of those little dogs.,one that won't grow up too big.,i ' ll get him one of those little dogs .,one that won ' t grow up too big .,one that won ' t grow up too big .,41,34
one that won't grow up too big.,and eat too much.,one that won ' t grow up too big .,and eat too much .,and eat too much .,34,18
and eat too much.,do you know which one he would like?,and eat too much .,do you know which one he would like ?,do you know which one he would like ?,18,37
do you know which one he would like?,"oh, yes, i took him there yesterday. he showed me one that he really liked.",do you know which one he would like ?,"oh , yes , i took him there yesterday . he showed me one that he really liked .","oh , yes , i took him there yesterday . he showed me one that he really liked .",37,79
"oh, yes, i took him there yesterday. he showed me one that he really liked.",i bet you had to drag him away.,"oh , yes , i took him there yesterday . he showed me one that he really liked .",i bet you had to drag him away .,i bet you had to drag him away .,79,32
i bet you had to drag him away.,he wanted to take it home yesterday.,i bet you had to drag him away .,he wanted to take it home yesterday .,he wanted to take it home yesterday .,32,37
he wanted to take it home yesterday.,i wonder what he'll name it.,he wanted to take it home yesterday .,i wonder what he ' ll name it .,i wonder what he ' ll name it .,37,31
what's the weather like?,i don't know. i just woke up.,what ' s the weather like ?,i don ' t know . i just woke up .,i don ' t know . i just woke up .,27,33
i don't know. i just woke up.,why don't you look outside?,i don ' t know . i just woke up .,why don ' t you look outside ?,why don ' t you look outside ?,33,30
