Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
why? i still wanted to talk to you.,i have things to do.,why i still wanted to talk to you,<sos> i have things to do <eos>,i have things to do <eos>,33,31
i have things to do.,like what?,i have things to do,<sos> like what <eos>,like what <eos>,19,21
like what?,don't be nosey.,like what,<sos> do not be nosey <eos>,do not be nosey <eos>,9,27
don't be nosey.,i'm not. i just want to know.,do not be nosey,<sos> i am not i just want to know <eos>,i am not i just want to know <eos>,15,40
i'm not. i just want to know.,"well, it's really none of your business.",i am not i just want to know,<sos> well it is really none of your business <eos>,well it is really none of your business <eos>,28,51
"well, it's really none of your business.",that's harsh.,well it is really none of your business,<sos> that is harsh <eos>,that is harsh <eos>,39,25
that's harsh.,"i'm sorry, but i have to go.",that is harsh,<sos> i am sorry but i have to go <eos>,i am sorry but i have to go <eos>,13,39
"i'm sorry, but i have to go.",fine.,i am sorry but i have to go,<sos> fine <eos>,fine <eos>,27,16
i've enjoyed conversing with you.,is there a reason why you're trying to get off the phone so fast?,i have enjoyed conversing with you,<sos> is there a reason why you are trying to get off the phone so fast <eos>,is there a reason why you are trying to get off the phone so fast <eos>,34,77
is there a reason why you're trying to get off the phone so fast?,i've got to go.,is there a reason why you are trying to get off the phone so fast,<sos> i have got to go <eos>,i have got to go <eos>,65,28
i've got to go.,i wasn't done talking to you.,i have got to go,<sos> i was not done talking to you <eos>,i was not done talking to you <eos>,16,41
i wasn't done talking to you.,"i have to do some things, and besides, it's not polite to be nosey.",i was not done talking to you,<sos> i have to do some things and besides it is not polite to be nosey <eos>,i have to do some things and besides it is not polite to be nosey <eos>,29,77
"i have to do some things, and besides, it's not polite to be nosey.",i'm not being nosey. i'm just asking.,i have to do some things and besides it is not polite to be nosey,<sos> i am not being nosey i am just asking <eos>,i am not being nosey i am just asking <eos>,65,49
i'm not being nosey. i'm just asking.,i really don't think it's any of your business.,i am not being nosey i am just asking,<sos> i really do not think it is any of your business <eos>,i really do not think it is any of your business <eos>,37,60
i really don't think it's any of your business.,that's not nice.,i really do not think it is any of your business,<sos> that is not nice <eos>,that is not nice <eos>,48,28
that's not nice.,"i apologize, but i'm getting off the phone now.",that is not nice,<sos> i apologize but i am getting off the phone now <eos>,i apologize but i am getting off the phone now <eos>,16,58
"i apologize, but i'm getting off the phone now.",okay.,i apologize but i am getting off the phone now,<sos> okay <eos>,okay <eos>,46,16
i'll talk to you later.,what's the rush?,i will talk to you later,<sos> that is the rush <eos>,that is the rush <eos>,24,28
what's the rush?,i have to get off the phone now.,that is the rush,<sos> i have to get off the phone now <eos>,i have to get off the phone now <eos>,16,43
i have to get off the phone now.,i'm not ready to get off the phone with you.,i have to get off the phone now,<sos> i am not ready to get off the phone with you <eos>,i am not ready to get off the phone with you <eos>,31,56
i'm not ready to get off the phone with you.,there are other things i need to take care of.,i am not ready to get off the phone with you,<sos> there are other things i need to take care of <eos>,there are other things i need to take care of <eos>,44,57
there are other things i need to take care of.,what is it that you need to do? ,there are other things i need to take care of,<sos> what is it that you need to do <eos>,what is it that you need to do <eos>,45,42
what is it that you need to do? ,please don't be nosey.,what is it that you need to do,<sos> please do not be nosey <eos>,please do not be nosey <eos>,30,34
please don't be nosey.,"i'm not being nosey, it's just a question.",please do not be nosey,<sos> i am not being nosey it is just a question <eos>,i am not being nosey it is just a question <eos>,22,54
"i'm not being nosey, it's just a question.",you don't need to worry about that.,i am not being nosey it is just a question,<sos> you do not need to worry about that <eos>,you do not need to worry about that <eos>,42,47
you don't need to worry about that.,that was mean to say.,you do not need to worry about that,<sos> that was mean to say <eos>,that was mean to say <eos>,35,32
that was mean to say.,"i am very sorry, but i must go.",that was mean to say,<sos> i am very sorry but i must go <eos>,i am very sorry but i must go <eos>,20,41
"well, it was nice talking to you.",it was nice talking to you too.,well it was nice talking to you,<sos> it was nice talking to you too <eos>,it was nice talking to you too <eos>,31,42
it was nice talking to you too.,we should really hang out again.,it was nice talking to you too,<sos> we should really hang out again <eos>,we should really hang out again <eos>,30,43
we should really hang out again.,that would be fun.,we should really hang out again,<sos> that would be fun <eos>,that would be fun <eos>,31,29
that would be fun.,where do you want to go?,that would be fun,<sos> where do you want to go <eos>,where do you want to go <eos>,17,35
where do you want to go?,i think we should go out to eat.,where do you want to go,<sos> i think we should go out to eat <eos>,i think we should go out to eat <eos>,23,43
i think we should go out to eat.,that sounds good.,i think we should go out to eat,<sos> that sounds good <eos>,that sounds good <eos>,31,28
that sounds good.,"all right, so i'll see you then.",that sounds good,<sos> all right so i will see you then <eos>,all right so i will see you then <eos>,16,44
"all right, so i'll see you then.",i'll call you later.,all right so i will see you then,<sos> i will call you later <eos>,i will call you later <eos>,32,33
i'll call you later.,"okay, i'll talk to you later then.",i will call you later,<sos> okay i will talk to you later then <eos>,okay i will talk to you later then <eos>,21,46
"okay, i'll talk to you later then.",see you later.,okay i will talk to you later then,<sos> see you later <eos>,see you later <eos>,34,25
see you later.,bye.,see you later,<sos> bye <eos>,bye <eos>,13,15
i enjoyed talking to you.,i enjoyed talking to you too.,i enjoyed talking to you,<sos> i enjoyed talking to you too <eos>,i enjoyed talking to you too <eos>,24,40
i enjoyed talking to you too.,we should hang out some time.,i enjoyed talking to you too,<sos> we should hang out some time <eos>,we should hang out some time <eos>,28,40
we should hang out some time.,i think that would be nice.,we should hang out some time,<sos> i think that would be nice <eos>,i think that would be nice <eos>,28,38
i think that would be nice.,is there anything you would like to do next time?,i think that would be nice,<sos> is there anything you would like to do next time <eos>,is there anything you would like to do next time <eos>,26,60
is there anything you would like to do next time?,do you want to go out to eat?,is there anything you would like to do next time,<sos> do you want to go out to eat <eos>,do you want to go out to eat <eos>,48,40
do you want to go out to eat?,i'd like that.,do you want to go out to eat,<sos> i would like that <eos>,i would like that <eos>,28,29
i'd like that.,so i'll see you next time.,i would like that,<sos> so i will see you next time <eos>,so i will see you next time <eos>,17,39
